Timestamp,Age,Stars,Height,Superpower,Random,BirthMonth,Drawing,Guitar,Math,Debug,BagColor,Commute,Soda,Dinosaurs,Sports,Lat,Long,Education,Supermarket
9/3/2024 9:04:55,24,Star Wars,168,Telekinesis,9,9,2,4,3,3,black,20,No,No,Yes,35.652832,139.839478,Bachelor's Degree,Foodland
9/3/2024 9:05:02,20,Star Wars,180,Flying,6,11,2,2,3,2,Green,15,No,Yes,No,21.288441,-157.701981,High School Diploma,Safeway
9/3/2024 9:05:08,31,Star Wars,178,Flying,7,7,1,1,4,3,Black,10,No,Yes,No,34.341576,108.939774,Master's Degree,Times
9/3/2024 9:05:16,20,Star Wars,167,Flying,7,12,2,1,4,3,Brown,75,No,No,No,51.048615,-114.070847,High School Diploma,Times
9/3/2024 9:05:17,22,Star Wars,152,Talk to animals,7,12,3,2,3,3,Black,100,No,Yes,Yes,35.689487,139.691711,Bachelor's Degree,Safeway
9/3/2024 9:05:19,25,Star Wars,170.18,Talk to animals,7,12,1,1,3,4,blue,300,Yes,No,No,33.812092,-117.918976,Bachelor's Degree,Times
9/3/2024 9:05:45,20,Star Wars,167.64,Flying,5,10,1,1,4,3,Black,45,Yes,Yes,Yes,14.641805,121.039801,High School Diploma,Safeway
9/3/2024 9:05:54,22,Star Wars,175,Invisibility,2,9,2,1,4,4,Charcol,15,Yes,No,Yes,21.27996,-157.83118,High School Diploma,Safeway
9/3/2024 9:06:00,21,Star Wars,178,Flying,5,3,4,1,5,1,Black ,80,Yes,No,Yes,-8.340539,115.091949,Bachelor's Degree,Times
9/3/2024 9:06:02,20,Star Wars,174,Telekinesis,3,11,3,1,2,3,dark green & black,25,Yes,Yes,No,34.693737,135.502167,High School Diploma,Times
9/3/2024 9:06:07,21,Star Wars,163,Telekinesis,1,11,1,1,5,2,Grey ,15,Yes,Yes,Yes,35.689487,139.691711,High School Diploma,Times
9/3/2024 9:06:24,22,Star Wars,185.4,Telekinesis,7,3,2,1,4,4,Black,12,No,Yes,Yes,21.279938,-157.738423,High School Diploma,Foodland
9/3/2024 9:06:34,21,Star Wars,160,Flying,6,5,4,1,4,3,blue,15,No,No,Yes,29.14,119.78,High School Diploma,Safeway
9/3/2024 9:07:00,23,Star Wars,155,Flying,6,10,3,1,3,4,gray,20,Yes,Yes,No,36.65345,138.186035,Bachelor's Degree,Safeway
9/3/2024 9:07:20,21,Star Wars,162,Flying,7,2,3,1,4,4,black,90,Yes,Yes,No,31.230391,121.473701,Bachelor's Degree,Foodland
9/3/2024 9:07:23,26,Star Trek,155,Invisibility,3,08,3,1,5,2,White,5,Yes,Yes,No,,-159.526123,Bachelor's Degree,Safeway
9/3/2024 9:07:25,23,Star Wars,185,Super strength,2,4,3,2,2,4,light brown,25,Yes,Yes,Yes,35.55592,138.891681,High School Diploma,Foodland
9/3/2024 9:07:35,32,Star Wars,180,Telekinesis,7,8,4,1,4,4,Black,12,No,No,No,43.52491,5.45414,High School Diploma,Foodland
9/3/2024 9:07:37,33,Star Trek,152.4,Talk to animals,4,03,3,2,3,3,Grey,12,No,Yes,Yes,35.779591,-78.638176,Master's Degree,Safeway
9/3/2024 9:07:40,28,Star Wars,156,Telekinesis,3,12,5,1,4,3,gray,10,Yes,Yes,No,38.907192,-77.036873,High School Diploma,Safeway
9/3/2024 9:08:10,,Star Trek,155,Talk to animals,10,02,2,1,5,4,Black,5,Yes,No,Yes,,,Bachelor's Degree,Times
9/3/2024 9:08:16,21,Star Wars,180,Invisibility,4,1,3,1,3,2,black,15,Yes,No,Yes,21.296926,-157.815941,High School Diploma,Times
9/3/2024 9:09:01,36,Star Wars,162.56,Talk to animals,6,7,3,2,3,3,black,15,No,Yes,Yes,37.774929,-122.419418,High School Diploma,Safeway
9/3/2024 9:09:14,37,Star Wars,161,Invisibility,1,8,3,1,4,3,Gray,5,No,Yes,Yes,34,-118.4,Master's Degree,Safeway
9/3/2024 9:09:15,23,Star Trek,143,Telekinesis,5,1,2,1,4,3,Black,15,No,Yes,No,35.6617773,139.69821,High School Diploma,Foodland
9/3/2024 9:10:02,25,Star Wars,182,Telekinesis,5,5,2,1,5,4,Black,0,Yes,Yes,Yes,20.798363,-156.33,Bachelor's Degree,Safeway
9/3/2024 9:10:19,,Star Wars,,Flying,7,6,3,1,1,3,,,,,,,45,Master's Degree,Safeway
9/3/2024 9:11:25,38,Star Wars,188,Telekinesis,7,5,2,1,5,3,black,11,Yes,Yes,Yes,37.728802,-119.609497,Bachelor's Degree,
9/3/2024 9:12:49,21,Star Wars,157,Telekinesis,7,8,3,1,4,3,gray,30,Yes,No,Yes,35,-219,High School Diploma,Whole-foods
9/3/2024 9:13:15,25,Star Wars,178,Invisibility,1,2,3,1,2,4,black,30,Yes,Yes,Yes,36.169941,-115.139832,Bachelor's Degree,Safeway
9/3/2024 9:13:35,22,Star Wars,175,Telekinesis,8,6,2,1,4,5,white,20,Yes,Yes,Yes,35.681168,139.767059,High School Diploma,Safeway
9/3/2024 9:14:46,28,Star Wars,180,Invisibility,6,12,1,1,3,5,black,10,No,Yes,No,11.24313,75.82027,Bachelor's Degree,Safeway
9/3/2024 9:15:06,22,Star Wars,180,Super strength,9,5,3,1,4,4,Black,30,Yes,Yes,Yes,46.594952,7.90749,Bachelor's Degree,Safeway
9/3/2024 9:18:15,24,Star Wars,171,Invisibility,8,1,1,1,4,3,Grey,30,Yes,Yes,Yes,34.052235,-118.243683,Bachelor's Degree,Times
9/3/2024 9:19:18,20,Star Trek,152.4,Telekinesis,8,10,1,2,3,4,black,60,No,Yes,Yes,19.72526,-155.089096,High School Diploma,Costco
9/3/2024 9:36:08,27,Star Trek,168,Telekinesis,2.3,11,2,1,4,2,grey,20,No,Yes,Yes,44.690526,-110.10777,Bachelor's Degree,Times
